clique,erdos-renyi,lattice (d=100),lattice (d=50),"watts-strogatz (d=50, p=3%)","watts-strogatz (d=50, p=5%)"
313.23333333333335,281.3666666666667,312.73333333333335,305.8666666666667,308.1333333333333,309.3
314.26666666666665,282.2,313.73333333333335,306.76666666666665,309.1666666666667,310.2
315.23333333333335,283.1333333333333,314.8,307.9,310.2,311.23333333333335
316.26666666666665,283.73333333333335,315.7,308.96666666666664,311.1,312.26666666666665
317.3333333333333,284.3666666666667,316.6666666666667,309.93333333333334,312.1333333333333,313.26666666666665
318.46666666666664,285.3666666666667,317.6,310.9,312.76666666666665,314.1333333333333
319.56666666666666,285.93333333333334,318.6666666666667,311.6333333333333,313.6666666666667,315.23333333333335
320.8,286.76666666666665,319.6,312.5,314.6,316.26666666666665
321.76666666666665,287.6666666666667,320.6333333333333,313.53333333333336,315.6333333333333,317.23333333333335
322.9,288.46666666666664,321.6333333333333,314.6,316.56666666666666,318.2
324.03333333333336,289.53333333333336,322.76666666666665,315.53333333333336,317.4,318.93333333333334
325.2,290.06666666666666,323.76666666666665,316.3333333333333,318.3,319.4
326.23333333333335,290.5,324.9,317.2,319.3666666666667,320.3
327.26666666666665,291.03333333333336,326.1,317.8,320.43333333333334,321.23333333333335
328.4,291.93333333333334,327.2,318.76666666666665,321.5,322.3333333333333
329.53333333333336,293.06666666666666,328.3,319.8,322.3333333333333,323.1333333333333
330.6,293.8333333333333,329.2,320.8333333333333,323.3,324.1333333333333
331.56666666666666,294.6666666666667,330.3666666666667,321.8666666666667,324.3666666666667,324.73333333333335
332.6666666666667,295.2,331.3,322.9,325.2,325.56666666666666
333.73333333333335,295.96666666666664,332.3333333333333,323.76666666666665,326.2,326.73333333333335
334.76666666666665,297.0,333.2,324.9,327.1666666666667,327.6333333333333
335.8333333333333,297.93333333333334,334.1666666666667,325.9,327.9,328.73333333333335
336.8333333333333,298.53333333333336,334.96666666666664,326.93333333333334,328.8666666666667,329.9
337.8666666666667,299.5,335.8333333333333,327.93333333333334,329.6,330.8333333333333
338.9,300.43333333333334,336.73333333333335,328.56666666666666,330.23333333333335,331.93333333333334
339.8,301.03333333333336,337.76666666666665,329.4,331.3,332.8666666666667
340.8333333333333,301.9,338.6,330.1,332.23333333333335,333.8
341.8333333333333,302.6,339.76666666666665,330.8666666666667,333.3,334.7
342.9,303.5,340.76666666666665,331.8,333.96666666666664,335.6333333333333
344.03333333333336,304.3,341.8,332.8,335.06666666666666,336.6333333333333
345.06666666666666,305.3333333333333,342.6666666666667,333.73333333333335,336.1666666666667,337.26666666666665
346.1333333333333,306.06666666666666,343.5,334.73333333333335,337.1,338.4
347.23333333333335,307.0,344.53333333333336,335.7,338.0,339.56666666666666
348.3666666666667,307.6,345.6333333333333,336.4,339.06666666666666,340.6333333333333
349.3666666666667,308.43333333333334,346.53333333333336,337.3,340.03333333333336,341.56666666666666
350.3333333333333,309.43333333333334,347.3666666666667,338.3333333333333,340.8333333333333,342.56666666666666
351.3,309.96666666666664,348.3333333333333,339.23333333333335,341.7,343.56666666666666
352.23333333333335,310.6,349.06666666666666,339.8,342.43333333333334,344.6
353.3,311.26666666666665,349.8666666666667,340.8666666666667,343.4,345.53333333333336
354.2,311.96666666666664,350.93333333333334,341.73333333333335,344.26666666666665,346.46666666666664
355.2,312.93333333333334,351.8666666666667,342.53333333333336,345.26666666666665,347.46666666666664
356.1333333333333,313.76666666666665,352.93333333333334,343.56666666666666,346.3,348.3666666666667
357.1666666666667,314.3333333333333,353.7,344.26666666666665,346.8666666666667,349.3333333333333
358.1666666666667,315.1333333333333,354.6,345.3,347.7,350.3333333333333
359.23333333333335,315.4,355.73333333333335,346.1,348.6666666666667,350.93333333333334
360.26666666666665,315.9,356.76666666666665,347.3333333333333,349.53333333333336,351.8666666666667
361.1333333333333,316.76666666666665,357.7,348.4,350.43333333333334,352.8666666666667
361.8666666666667,317.4,358.6,349.2,351.3,353.8666666666667
362.8333333333333,318.1666666666667,359.46666666666664,350.1,352.23333333333335,354.7
364.0,318.6333333333333,360.56666666666666,351.3,353.23333333333335,355.56666666666666
365.1333333333333,319.1,361.46666666666664,352.43333333333334,354.26666666666665,356.43333333333334
366.1333333333333,319.73333333333335,362.5,353.46666666666664,355.3333333333333,357.5
367.03333333333336,320.56666666666666,363.5,354.3,356.03333333333336,358.53333333333336
367.96666666666664,321.3333333333333,364.5,355.23333333333335,356.9,359.23333333333335
369.03333333333336,322.2,365.46666666666664,355.96666666666664,357.9,360.23333333333335
370.1,322.4,366.53333333333336,357.0,358.96666666666664,360.8333333333333
371.06666666666666,323.03333333333336,367.6333333333333,357.56666666666666,359.9,361.1
372.1666666666667,323.56666666666666,368.7,358.5,360.6,362.1666666666667
373.2,324.3666666666667,369.76666666666665,359.43333333333334,361.26666666666665,362.96666666666664
374.23333333333335,324.76666666666665,370.8,360.43333333333334,362.1333333333333,363.8666666666667
375.1333333333333,325.7,371.6333333333333,361.26666666666665,363.1,364.7
376.06666666666666,326.23333333333335,372.7,362.1,364.06666666666666,365.53333333333336
377.03333333333336,326.4,373.6666666666667,362.6333333333333,364.6333333333333,366.26666666666665
377.56666666666666,326.93333333333334,374.73333333333335,363.6333333333333,365.6333333333333,367.3
378.6333333333333,327.3,375.7,364.4,366.5,367.93333333333334
379.7,328.03333333333336,376.73333333333335,365.3,367.56666666666666,368.9
380.3333333333333,329.06666666666666,377.8,366.3333333333333,368.3333333333333,369.53333333333336
381.4,329.5,378.7,367.2,369.1333333333333,370.1333333333333
382.3,330.0,379.6333333333333,368.23333333333335,369.6333333333333,370.93333333333334
383.4,330.6666666666667,380.43333333333334,369.1666666666667,370.3,371.8
384.43333333333334,331.1333333333333,381.3666666666667,369.7,371.1333333333333,372.26666666666665
